response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
604,1990,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Single person,Between 1 and 5 years,Metro,80%,70%,70%,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,80%,80%,Very likely,Very likely,Somewhat likely,I’m 40% more productive when working remotely,5.0,5.0,2.0,4.0,5.0,9.0,3.0,1.0,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,2021
605,2002,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,Less than 10% of my time,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,80%,80%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 50% more productive when working remotely (or more),1.0,8.0,3.0,4.0,0.5,8.0,3.0,4.5,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
606,1960,Male,Education and Training,Professionals - Education Professionals,Between 20 and 199,No,One parent family with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% less productive when working remotely (or worse),4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
607,1961,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,Between 5 and 19,No,Other one family household,Between 1 and 5 years,Metro,30%,10%,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,20%,Less than 10% of my time,Somewhat unlikely,Somewhat likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.5,8.0,2.5,3.0,2.5,8.0,2.5,3.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
608,1988,Male,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Single person,More than 5 years,Regional,10%,60%,Rarely or never,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,I would not have preferred to work remotely,40%,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,My productivity is about same when I work remotely,4.0,13.0,1.0,1.0,4.0,13.0,1.0,1.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Negative,2021
609,1966,Female,Mining,Professionals - ICT Professionals,Between 20 and 199,Yes,One parent family with dependent children,Between 1 and 5 years,Regional,Rarely or never,20%,Less than 10% of my time,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30%,20%,Somewhat likely,Very likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,7.0,1.0,6.0,4.0,10.0,2.0,0.0,Strongly agree,Somewhat agree,Strongly agree,Strongly Positive,2021
610,1989,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Couple with dependent children,More than 5 years,Regional,80%,80%,70%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,70%,60%,Somewhat unlikely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,3.0,8.0,5.0,2.0,1.0,8.0,5.0,4.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
611,1980,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Regional,80%,80%,20%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,80%,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,1.0,4.0,2.0,10.0,1.0,5.0,2.0,9.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
612,1981,Female,Construction,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,20%,10%,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Less than 10% of my time,100% - All of my time,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 50% more productive when working remotely (or more),2.0,8.0,3.0,3.0,2.0,8.0,4.0,5.0,Strongly agree,Strongly agree,Somewhat disagree,Somewhat Positive,2021
613,1999,Female,Manufacturing,Managers - Specialist Managers,More than 200,No,Single person,Between 1 and 5 years,Metro,40%,40%,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,40%,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,8.0,5.0,1.0,0.0,10.0,5.0,1.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
614,1995,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Single person,Between 6 and 12 months,Metro,40%,60%,40%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,70%,50% - About half of my time,Very likely,Very unlikely,Very likely,I’m 20% more productive when working remotely,1.0,10.0,3.0,2.0,0.0,10.0,2.0,2.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
615,1987,Female,Information Media and Telecommunications,Managers - Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,60%,20%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,I would prefer not to work remotely,Somewhat likely,Somewhat likely,Somewhat likely,I’m 40% more productive when working remotely,1.0,9.0,3.0,3.0,0.0,9.0,3.0,4.0,Strongly agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
616,1992,Female,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,Between 1 and 4,No,Couple with no dependent children,Between 6 and 12 months,Metro,20%,20%,20%,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,20%,20%,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 10% less productive when working remotely,2.0,8.0,2.0,4.0,0.0,8.0,2.0,6.0,Somewhat agree,Somewhat disagree,Somewhat agree,Neither positive nor negative,2021
617,1993,Female,Education and Training,Professionals - Education Professionals,Between 5 and 19,No,Single person,Between 1 and 5 years,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,3.0,6.0,3.0,4.0,3.0,8.0,3.0,2.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
618,1979,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,80%,80%,80%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,80%,60%,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,I’m 20% more productive when working remotely,3.5,8.0,2.0,2.5,0.0,10.0,4.0,2.0,Strongly agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
619,1984,Female,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Single person,Between 6 and 12 months,Metro,10%,10%,Less than 10% of my time,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Less than 10% of my time,I would prefer not to work remotely,Somewhat likely,Neither unlikely or likely,Somewhat likely,I’m 50% less productive when working remotely (or worse),1.0,8.0,5.0,2.0,0.5,8.0,1.5,4.0,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
620,1977,Female,Manufacturing,Clerical and administrative workers - Office Managers and Program Administrators,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,1.0,8.0,1.0,6.0,1.0,8.0,1.0,6.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
621,1984,Female,Health Care and Social Assistance,Managers - Specialist Managers,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Somewhat unlikely,I’m 10% less productive when working remotely,1.0,8.0,4.0,4.0,1.0,8.0,4.0,4.0,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat Negative,2021
622,1986,Female,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Other one family household,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very unlikely,Neither unlikely or likely,My productivity is about same when I work remotely,1.0,8.0,3.0,3.0,0.0,8.0,4.0,3.0,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Positive,2021
623,1957,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100% - All of my time,50% - About half of my time,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 50% more productive when working remotely (or more),2.0,8.0,2.0,4.0,0.0,8.0,4.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
624,1960,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - Other Clerical and Administrative Workers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,40%,50% - About half of my time,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,30%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,7.0,3.0,4.0,2.0,8.0,3.0,4.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
625,1989,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,80%,50% - About half of my time,40%,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,90%,90%,Very likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,1.0,9.0,2.0,4.0,1.0,9.0,2.0,5.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,2021
626,1996,Male,Health Care and Social Assistance,Professionals - Health Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,10%,60%,Rarely or never,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Very unlikely,Somewhat unlikely,I’m 20% more productive when working remotely,2.0,6.0,6.0,4.0,2.0,5.0,5.0,6.0,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
627,1978,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,50% - About half of my time,70%,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,30%,100% - All of my time,Somewhat likely,Somewhat likely,Somewhat likely,I’m 40% more productive when working remotely,2.0,9.0,2.0,3.0,2.0,9.0,2.0,4.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
628,1961,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,30%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,30%,30%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% less productive when working remotely,1.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Positive,2021
629,1961,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,20%,Very likely,Very likely,Very likely,I’m 10% more productive when working remotely,0.0,14.0,2.0,2.0,0.0,14.0,1.0,2.0,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Positive,2021
630,1992,Female,Education and Training,Professionals - Education Professionals,More than 200,No,Group household,Between 6 and 12 months,Metro,Rarely or never,Less than 10% of my time,Rarely or never,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Less than 10% of my time,Less than 10% of my time,Somewhat unlikely,Very likely,Somewhat unlikely,I’m 20% less productive when working remotely,1.0,7.0,1.0,8.0,0.5,7.0,1.0,8.5,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
631,1994,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,20%,20%,20%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,30%,50% - About half of my time,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,I’m 20% more productive when working remotely,1.0,10.0,4.0,1.0,0.0,5.0,2.0,8.0,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
632,1990,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,40%,40%,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,10%,10%,Very likely,Neither unlikely or likely,Somewhat unlikely,I’m 40% more productive when working remotely,3.0,8.0,3.0,2.0,2.0,9.0,1.0,4.0,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Positive,2021
633,2000,Male,Construction,Machinery operators and drivers - Mobile Plant Operators,Between 1 and 4,Yes,Couple with dependent children,Between 6 and 12 months,Regional,10%,20%,80%,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,70%,90%,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,I’m 30% more productive when working remotely,3.0,6.0,3.0,3.0,4.0,6.0,2.0,6.0,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,2021
634,1981,Female,Construction,Professionals - Education Professionals,More than 200,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,30%,40%,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,60%,70%,Very likely,Very likely,Somewhat likely,I’m 40% more productive when working remotely,6.0,3.0,3.0,4.0,7.0,3.0,3.0,3.0,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,2021
635,1971,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,30%,30%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,30%,50% - About half of my time,Somewhat likely,Somewhat likely,Neither unlikely or likely,I’m 30% more productive when working remotely,1.0,7.0,3.0,5.0,1.0,7.0,3.0,6.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
636,1968,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,60%,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,1.0,8.0,2.0,5.0,1.0,8.0,3.0,4.0,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,2021
637,1981,Male,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,30%,30%,40%,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,20%,Very likely,Somewhat likely,Somewhat likely,I’m 40% more productive when working remotely,3.0,7.0,2.0,4.0,4.0,5.0,3.0,5.0,Somewhat agree,Strongly agree,Strongly agree,Somewhat Positive,2021
638,2002,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,No,Group household,Between 1 and 5 years,Metro,70%,30%,70%,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,30%,30%,Somewhat unlikely,Very likely,Very likely,I’m 50% less productive when working remotely (or worse),2.0,12.0,1.0,1.0,0.0,8.0,2.0,6.0,Strongly disagree,Strongly disagree,Strongly agree,Somewhat Negative,2021
639,1978,Male,Retail Trade,Professionals - Health Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,40%,50% - About half of my time,20%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,80%,50% - About half of my time,Very likely,Very likely,Very likely,I’m 50% more productive when working remotely (or more),2.0,8.0,3.0,4.0,0.0,8.0,3.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
640,1985,Female,Retail Trade,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,90%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,90%,80%,Somewhat unlikely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,1.0,8.0,3.0,4.0,0.0,9.0,3.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
641,1995,Female,Retail Trade,Community and personal service workers - Carers and Aides,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,20%,10%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,20%,Somewhat likely,Very likely,Somewhat likely,I’m 20% more productive when working remotely,1.0,9.0,1.0,6.0,1.0,9.0,3.0,1.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Negative,2021
642,1963,Female,Health Care and Social Assistance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Single person,More than 5 years,Regional,Rarely or never,30%,Rarely or never,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,30%,40%,Very unlikely,Somewhat unlikely,Very unlikely,I’m 20% more productive when working remotely,1.0,9.0,3.0,5.0,0.0,9.0,3.0,5.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Negative,2021
643,1978,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,90%,50% - About half of my time,90%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,50% - About half of my time,50% - About half of my time,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,My productivity is about same when I work remotely,2.0,8.0,3.0,3.0,0.0,8.0,4.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
644,1994,Female,Administrative and Support,Managers - Specialist Managers,More than 200,Yes,Single person,Between 6 and 12 months,Metro,20%,20%,10%,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,20%,Less than 10% of my time,Somewhat likely,Somewhat unlikely,Very unlikely,I’m 30% more productive when working remotely,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,2021
645,1960,Male,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Single person,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat unlikely,Very likely,Neither unlikely or likely,I’m 30% more productive when working remotely,5.0,9.0,2.0,2.0,0.5,10.0,2.0,3.5,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly Negative,2021
646,1994,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,60%,60%,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,60%,60%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,4.0,10.0,2.0,2.0,0.5,12.0,2.5,3.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Positive,2021
647,1959,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,60%,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% more productive when working remotely,1.0,9.0,1.0,5.0,0.5,9.0,1.5,5.0,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,2021
648,1995,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Multiple family household,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,60%,Neither unlikely or likely,Somewhat unlikely,Somewhat unlikely,My productivity is about same when I work remotely,3.0,8.5,1.0,3.5,0.5,7.5,2.0,6.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
649,1968,Male,Education and Training,Managers - Specialist Managers,More than 200,Yes,Single person,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,I’m 40% more productive when working remotely,2.0,5.0,6.0,5.0,6.0,6.0,3.0,4.0,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,2021
650,1980,Female,Education and Training,Professionals - Education Professionals,I am a sole trader/owner-operator,Yes,Couple with dependent children,Between 1 and 5 years,Metro,60%,50% - About half of my time,60%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat likely,Very likely,Very likely,I’m 10% more productive when working remotely,1.0,9.0,2.0,2.0,1.0,9.0,2.0,2.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
651,1985,Male,Other Services,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,90%,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,90%,90%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,1.0,7.0,2.0,7.0,0.0,7.0,3.0,7.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
652,1985,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Very unlikely,Neither unlikely or likely,Very likely,I’m 30% less productive when working remotely,0.5,9.0,3.0,3.5,0.0,10.0,3.0,3.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
653,1976,Male,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,60%,50% - About half of my time,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,60%,50% - About half of my time,Somewhat unlikely,Somewhat unlikely,Somewhat likely,I’m 30% more productive when working remotely,1.0,10.0,3.0,3.0,2.0,10.0,3.0,3.0,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
654,1963,Female,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,80%,100% - All of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,80%,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 50% more productive when working remotely (or more),2.0,9.0,2.0,3.0,0.0,12.0,2.0,2.0,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Positive,2021
655,1957,Female,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,Between 1 and 4,No,Couple with dependent children,More than 5 years,Regional,20%,50% - About half of my time,80%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Very likely,Very likely,Somewhat likely,I’m 40% more productive when working remotely,0.0,8.0,2.0,6.0,0.0,8.0,2.0,6.0,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,2021
656,1958,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,90%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,4.0,8.0,3.0,2.0,0.5,9.0,4.0,3.5,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,2021
657,1970,Female,Education and Training,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 20 and 199,No,One parent family with dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,Rarely or never,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,100% - All of my time,100% - All of my time,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),1.0,7.5,3.0,4.5,0.5,8.5,3.0,4.0,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Negative,2021
