response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
691,1960,Male,Other Services,Technicians and trades ,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional,20%,50% - About half of my time,Less than 10% of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,10%,50% - About half of my time,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 30% more productive when working remotely,1.0,7.0,2.0,4.0,1.0,6.0,4.0,2.0,2020
692,1962,Female,Manufacturing,Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,Less than 10% of my time,20%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,10%,Less than 10% of my time,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 20% less productive when working remotely,1.0,8.0,6.0,2.0,1.0,6.0,6.0,2.0,2020
693,1956,Male,Education and Training,Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,10%,10%,60%,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,50% - About half of my time,20%,Somewhat agree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,11.0,2.0,3.0,0.0,11.0,3.0,3.0,2020
694,1986,Male,Other Services,Technicians and trades ,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,Rarely or never ,Less than 10% of my time,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Strongly disagree,Somewhat disagree,Neither agree nor disagree,I’m 50% less productive when working remotely (or less),3.0,8.0,4.0,2.0,0.0,1.0,8.0,4.0,2020
695,1958,Male,"Professional, Scientific and Technical Services",Professionals,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,40%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,40%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.0,8.0,2.0,2.0,0.5,8.5,3.0,2.0,2020
696,1959,Male,"Professional, Scientific and Technical Services",Managers,I am the only employee,No,Single person,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,8.0,3.0,1.0,0.0,8.0,3.0,1.0,2020
697,1955,Female,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Regional,80%,80%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,6.0,8.0,3.0,1.0,0.0,10.0,6.0,1.0,2020
698,1988,Male,Manufacturing,Community and personal service ,Between 5 and 19,Yes,Single person,Between 6 and 12 months,Metro,60%,30%,40%,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,60%,60%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I’m 10% less productive when working remotely,1.0,5.0,2.0,8.0,1.0,8.0,5.0,9.0,2020
699,1985,Male,Manufacturing,Sales ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 30% more productive when working remotely,1.0,9.0,2.0,4.0,0.0,6.0,4.0,2.0,2020
700,1970,Female,Administrative and Support Services,Clerical and administrative ,Between 5 and 19,No,Multiple family household,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,My productivity is about same when I work remotely,2.5,9.5,9.0,3.0,0.0,9.5,10.0,4.5,2020
701,1991,Female,"Transport, Postal and Warehousing",Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,70%,60%,Rarely or never ,,,,,,100% - All of my time,60%,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),5.0,8.0,2.0,2.0,5.0,8.0,2.0,2.0,2020
702,1986,Male,Education and Training,Managers,More than 200,Yes,Couple with no dependent children,Between 6 and 12 months,Regional,50% - I spent about half of my time remote working,100% - All of my time,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),3.0,5.0,1.0,1.0,0.0,8.0,5.0,1.0,2020
703,1987,Male,"Professional, Scientific and Technical Services",Professionals,Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,Less than 10% of my time,100% - I spent all of my time remote working,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,50% - About half of my time,Less than 10% of my time,Strongly disagree,Neither agree nor disagree,Somewhat disagree,I’m 40% less productive when working remotely,1.0,7.5,7.0,0.5,0.5,7.5,7.5,0.5,2020
704,1956,Male,Construction,Professionals,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Somewhat disagree,Neither agree nor disagree,Somewhat agree,I’m 50% more productive when working remotely (or more),0.5,8.0,2.0,1.0,0.5,8.0,3.0,1.0,2020
705,1989,Male,Financial and Insurance Services,Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1.0,6.0,6.0,1.0,0.0,6.0,6.0,5.0,2020
706,1968,Female,Financial and Insurance Services,Clerical and administrative ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,30%,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),2.0,8.0,12.0,2.0,0.0,10.0,12.0,2.0,2020
707,1965,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,80%,60%,90%,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,80%,60%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,I’m 40% more productive when working remotely,4.0,9.0,3.0,2.0,0.0,13.0,3.0,2.0,2020
708,1988,Male,Accommodation and Food Services,Sales ,Between 1 and 4,No,Group household,Between 1 and 5 years,Metro,70%,50% - About half of my time,90%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,70%,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,6.0,4.0,3.0,0.0,7.0,3.0,3.0,2020
709,1990,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Group household,Between 1 and 5 years,Metro,80%,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,60%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,8.0,3.0,2.0,0.0,8.0,4.0,2.0,2020
710,1988,Male,Financial and Insurance Services,Managers,More than 200,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,30%,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,60%,50% - About half of my time,Strongly agree,Somewhat agree,Somewhat agree,I’m 20% less productive when working remotely,1.0,9.0,4.0,1.0,0.5,9.0,5.0,1.0,2020
711,1985,Male,"Electricity, Gas, Water and Waste Services",Professionals,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,50% - About half of my time,70%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,I’m 30% more productive when working remotely,1.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,2020
712,1957,Female,"Professional, Scientific and Technical Services",Professionals,I am the only employee,No,Couple with no dependent children,More than 5 years,Regional,20%,20%,Rarely or never ,,,,,,20%,20%,Neither agree nor disagree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,8.0,4.0,1.0,0.0,10.0,3.0,0.0,2020
713,1987,Male,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.0,9.0,8.0,6.0,0.0,9.0,9.0,6.0,2020
714,1989,Male,Financial and Insurance Services,Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro,20%,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,90%,90%,Somewhat agree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,2.0,7.5,0.0,0.0,0.0,7.5,0.5,0.5,2020
715,1986,Female,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,7.0,4.0,2.0,0.0,7.5,5.0,2.0,2020
716,1958,Male,Financial and Insurance Services,Managers,More than 200,No,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% less productive when working remotely,0.5,8.0,4.0,1.0,0.0,12.0,2.0,1.0,2020
717,1991,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,50% - About half of my time,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,1.0,8.0,2.0,1.0,0.0,8.0,4.0,1.0,2020
718,1963,Male,Retail Trade,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,20%,20%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,20%,10%,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,1.0,6.0,2.0,0.0,1.0,6.0,2.0,0.0,2020
719,1987,Female,Information Media and Telecommunications,Managers,More than 200,Yes,Single person,Between 1 and 5 years,Metro,Less than 10% of my time,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,3.0,10.0,3.0,2.0,0.5,10.0,3.0,2.0,2020
720,1963,Male,Education and Training,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,20%,90%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,90%,50% - About half of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,2.0,8.0,4.0,3.0,0.5,8.0,6.0,2.0,2020
721,1986,Female,Arts and Recreation Services,Professionals,Between 5 and 19,No,Single person,Between 6 and 12 months,Metro,10%,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,60%,60%,Somewhat agree,Somewhat agree,Strongly agree,I’m 30% less productive when working remotely,2.0,8.0,5.0,1.0,0.0,10.0,5.0,1.0,2020
722,1969,Female,Education and Training,Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,20%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,10%,Strongly disagree,Strongly disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),0.5,8.0,6.0,9.0,0.0,8.0,8.0,7.0,2020
723,1960,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,10%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,4.0,8.0,3.0,1.0,0.5,8.0,4.0,4.0,2020
724,1990,Female,Arts and Recreation Services,Managers,Between 5 and 19,No,Group household,Between 1 and 5 years,Metro,20%,40%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100% - All of my time,40%,Neither agree nor disagree,Somewhat disagree,Strongly agree,I’m 20% less productive when working remotely,2.0,7.0,2.0,1.0,0.0,6.0,4.0,1.0,2020
725,1955,Female,"Professional, Scientific and Technical Services",Professionals,I am the only employee,No,Couple with no dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,80%,100% - I spent all of my time remote working,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,80%,80%,Strongly agree,Strongly agree,Neither agree nor disagree,I’m 40% more productive when working remotely,2.0,8.0,2.0,4.0,0.0,8.0,2.0,4.0,2020
726,1961,Male,"Professional, Scientific and Technical Services",Managers,Between 1 and 4,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,70%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.0,10.0,4.0,1.0,0.0,10.0,6.0,1.0,2020
727,1963,Female,Information Media and Telecommunications,Clerical and administrative ,More than 200,No,Single person,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,40%,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,70%,40%,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,0.5,3.0,8.0,1.0,0.0,3.0,8.0,1.0,2020
728,1979,Male,Wholesale Trade,Community and personal service ,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,10%,20%,30%,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,40%,30%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,I’m 20% more productive when working remotely,1.0,8.0,3.0,2.0,5.0,3.0,8.0,1.0,2020
729,1992,Female,Public Administration and Safety,Professionals,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,30%,20%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,1.0,9.0,3.0,3.0,0.0,9.0,4.0,3.0,2020
730,1974,Female,Information Media and Telecommunications,Managers,More than 200,Yes,Single person,Between 6 and 12 months,Metro,80%,80%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,60%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,I’m 30% more productive when working remotely,2.0,8.0,4.0,2.0,0.0,8.0,6.0,2.0,2020
731,1965,Female,Public Administration and Safety,Professionals,More than 200,No,Single person,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,40%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I’m 20% more productive when working remotely,2.0,8.0,6.0,0.5,0.0,9.0,4.0,0.5,2020
732,1973,Female,Other Services,Sales ,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,30%,100% - I spent all of my time remote working,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,30%,30%,Strongly disagree,Strongly disagree,Strongly disagree,I’m 20% more productive when working remotely,1.0,7.0,6.0,10.0,1.0,7.0,6.0,10.0,2020
733,1964,Male,Financial and Insurance Services,Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,40%,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.0,9.0,11.0,2.0,0.0,11.0,11.0,2.0,2020
734,1975,Female,Other Services,Clerical and administrative ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,90%,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.0,6.5,1.0,1.5,0.5,5.0,1.5,2.0,2020
735,1982,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I’m 40% more productive when working remotely,2.0,9.0,4.0,1.0,0.5,10.0,2.0,1.0,2020
736,1984,Male,Financial and Insurance Services,Clerical and administrative ,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,20%,20%,90%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,80%,20%,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 30% more productive when working remotely,0.5,8.0,3.0,2.0,0.0,10.0,3.0,2.0,2020
737,1976,Female,Education and Training,Professionals,More than 200,No,Single person,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,70%,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),1.0,7.0,4.0,1.0,1.0,7.0,6.0,2.0,2020
738,1976,Male,Education and Training,Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,20%,20%,20%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,20%,20%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.0,8.5,3.0,1.0,0.5,8.0,4.5,4.0,2020
739,1978,Male,Construction,Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,20%,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Less than 10% of my time,I would prefer not to work remotely ,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1.0,10.0,2.0,1.0,0.0,12.0,2.0,1.0,2020
740,1976,Female,Other Services,Professionals,Between 20 and 199,No,Group household,Between 1 and 5 years,Metro,80%,Less than 10% of my time,80%,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,50% - About half of my time,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),1.0,6.0,0.5,0.0,0.5,7.0,0.0,0.0,2020
741,1981,Female,"Professional, Scientific and Technical Services",Technicians and trades ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,20%,Rarely or never ,,,,,,I would not have preferred to work remotely ,I would prefer not to work remotely ,Somewhat agree,Somewhat agree,Somewhat disagree,My productivity is about same when I work remotely,3.0,9.0,2.0,1.0,1.0,10.0,3.0,1.0,2020
742,1968,Male,Information Media and Telecommunications,Professionals,Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,I’m 10% more productive when working remotely,1.0,8.0,4.0,2.0,0.5,9.0,4.0,2.0,2020
743,1977,Female,Administrative and Support Services,Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,30%,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90%,80%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,My productivity is about same when I work remotely,3.0,8.0,7.0,6.0,1.0,8.0,9.0,6.0,2020
744,1970,Male,Information Media and Telecommunications,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,80%,80%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,80%,80%,Strongly agree,Strongly agree,Neither agree nor disagree,My productivity is about same when I work remotely,2.0,7.0,4.0,2.0,0.0,10.0,4.0,2.0,2020
745,1972,Male,Health Care and Social Assistance,Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,10%,20%,20%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,30%,10%,Somewhat agree,Strongly agree,Somewhat agree,I’m 10% more productive when working remotely,1.0,8.0,3.0,2.0,0.1,8.0,4.0,2.0,2020
746,1981,Female,Public Administration and Safety,Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,70%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,3.0,8.0,3.0,2.0,1.0,9.0,3.0,2.0,2020
747,1970,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,Yes,Single person,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,50% - About half of my time,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,50% - About half of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I’m 20% more productive when working remotely,2.0,10.0,9.0,3.0,2.0,12.0,8.0,2.0,2020
748,1964,Female,Information Media and Telecommunications,Sales ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat disagree,Somewhat agree,Strongly agree,I’m 50% more productive when working remotely (or more),2.05,8.0,4.0,2.0,0.0,10.0,4.0,2.0,2020
749,1961,Male,"Transport, Postal and Warehousing",Clerical and administrative ,More than 200,No,Group household,More than 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,10%,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Strongly disagree,Somewhat disagree,Somewhat disagree,My productivity is about same when I work remotely,0.5,8.0,1.0,0.0,0.0,8.0,1.0,0.0,2020
750,1988,Male,Retail Trade,Clerical and administrative ,More than 200,No,Group household,More than 5 years,Metro,Rarely or never ,80%,40%,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat agree,My productivity is about same when I work remotely,4.0,7.5,4.0,1.0,0.0,7.5,6.0,1.0,2020
751,1976,Male,"Professional, Scientific and Technical Services",Sales ,Between 5 and 19,No,Single person,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,30%,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,2020
752,1984,Male,Information Media and Telecommunications,Clerical and administrative ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,20%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,3.0,7.0,3.0,1.0,0.0,7.0,4.0,1.0,2020
753,1964,Female,Health Care and Social Assistance,Clerical and administrative ,Between 5 and 19,No,Single person,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,0.5,8.0,3.0,2.0,0.0,8.0,3.0,3.0,2020
754,1975,Male,Financial and Insurance Services,Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,20%,80%,80%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 30% more productive when working remotely,1.5,7.5,0.0,0.0,1.5,7.5,0.0,0.0,2020
755,1971,Male,"Transport, Postal and Warehousing",Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,30%,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,30%,10%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 30% less productive when working remotely,1.0,9.0,3.0,3.0,0.5,8.0,3.0,3.0,2020
756,1973,Female,Administrative and Support Services,Clerical and administrative ,Between 5 and 19,No,Couple with no dependent children,Between 6 and 12 months,Metro,20%,30%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,3.0,8.0,5.0,1.0,0.5,8.0,6.0,1.0,2020
757,1971,Female,Other Services,Managers,More than 200,Yes,Single person,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,100% - All of my time,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 20% more productive when working remotely,3.0,10.0,6.0,5.0,0.0,12.0,6.0,6.0,2020
